N,Bal,Brick,Dist,District,Floor,Kitsp,Link,Livesp,Metrdist,NFloor,New,Price,Tel,Totsp,Walk,rooms
266,1,,3.8351943238861024,0,9,9.0,148383684,29.1,8.0,9,0,10987111,1,50.0,1,2.0
267,1,0,3.8351943238861024,0,9,7.1,149782738,32.0,8.0,9,0,10987000,,48.4,1,2.0
268,1,1,4.206568293509494,0,4,6.0,50948798,25.2,5.0,5,0,10999000,1,40.0,1,2.0
269,0,1,4.301959813336929,0,6,6.0,150638398,30.0,5.0,8,0,11000000,,43.0,1,2.0
270,0,1,3.999033534554651,0,2,8.0,150639797,30.0,6.0,6,0,11000000,,47.0,1,2.0
271,1,1,4.424506980444763,0,3,9.0,150503960,20.0,10.0,7,0,11000000,1,37.0,1,1.0
272,1,0,3.487631729308613,0,4,6.0,148215472,23.0,11.0,14,0,11000000,1,38.0,1,2.0
273,1,1,2.5491834935145854,0,3,6.0,149051482,18.0,10.0,5,0,11000000,1,31.0,1,1.0
274,1,1,2.7815787030897807,0,4,9.0,150291609,17.0,10.0,9,0,11000000,,37.0,0,1.0
275,1,0,3.0660502114327803,0,2,8.6,49347326,20.9,5.0,14,0,11000000,,39.0,1,1.0
276,1,1,3.604907270664038,0,7,10.0,150346379,20.0,3.0,8,0,11000000,,39.0,1,1.0
277,1,1,3.627878706128986,0,1,7.0,150332385,22.9,11.0,9,0,11000000,1,39.3,1,2.0
278,1,0,2.93336665722266,0,8,6.0,150438708,18.0,9.0,8,0,11000000,1,31.0,1,1.0
279,1,0,1.8150184820437611,0,11,7.0,150251771,21.6,1.0,15,0,11000000,1,39.0,1,1.0
280,0,,4.403336953465084,0,5,,149031298,47.8,6.0,,1,11094266,,47.8,1,1.0
281,0,,1.370934703406946,0,6,44.0,149462874,65.0,10.0,7,0,89230960,,151.0,1,4.0
282,0,1,1.3533571060738079,0,2,7.0,49362529,25.0,2.0,10,0,16500000,1,41.0,1,2.0
283,0,1,1.2864858347992578,0,2,9.0,150108933,92.0,2.0,4,0,38000000,1,122.0,1,5.0
284,0,1,2.701756200902749,0,1,,148186493,,7.0,8,0,11150000,,28.0,1,1.0
285,0,1,2.38890095752204,0,1,8.0,142254433,22.9,10.0,8,1,11160000,,27.9,1,1.0
286,0,1,2.701756200902749,0,1,,148053763,,10.0,8,0,11160000,,28.0,1,1.0
287,1,1,4.17067315137358,0,4,6.5,139037740,46.0,12.0,5,0,11200000,0,60.0,1,3.0
288,0,1,6.5278199056409205,0,1,9.0,39438035,43.0,7.0,9,0,11200000,1,78.0,1,3.0
289,0,1,1.4295717635257852,0,1,6.0,148340141,16.0,7.0,8,0,11200000,1,30.0,1,1.0
290,1,1,2.969514628433165,0,2,6.0,149726378,20.0,8.0,7,1,11249465,,38.6,1,1.0
291,1,0,2.864603370064959,0,6,6.0,150097553,31.0,5.0,9,0,11300000,,44.2,1,2.0
292,1,1,5.501390006818063,0,4,9.0,148440406,51.0,10.0,5,0,11300000,1,73.0,1,4.0
293,0,1,4.404181435103708,0,7,,148506881,,5.0,8,0,11368000,,39.2,1,2.0
294,1,1,4.949476682410064,0,2,,151016151,30.0,5.0,5,0,11390000,,54.0,1,3.0
295,1,1,4.864681061616933,0,9,14.0,50164885,20.0,5.0,12,0,11400000,1,43.0,1,1.0
296,1,1,3.415867232069855,0,8,10.0,150840395,15.1,5.0,12,0,11400000,,35.8,1,1.0
297,1,0,2.522578300418207,0,4,6.0,150362484,23.0,3.0,9,0,11500000,1,40.0,1,2.0
298,1,0,4.196131086065508,0,9,7.0,150889637,23.1,5.0,12,0,11500000,1,38.7,1,2.0
299,0,1,2.0815842780093017,0,10,10.0,148186999,24.5,10.0,14,0,11500000,1,44.5,1,1.0
300,1,1,2.937445752618524,0,3,7.7,149794286,21.5,5.0,9,0,11500000,,36.3,1,2.0
301,1,,3.8351943238861024,0,3,7.0,150516094,17.0,8.0,9,0,11500000,1,48.0,1,2.0
302,1,0,3.921013798183915,0,6,8.0,150989826,19.0,1.0,17,0,11500000,1,40.0,1,1.0
303,1,,4.296148643898631,0,3,10.0,150813847,38.0,7.0,6,0,11500000,1,65.7,1,2.0
304,0,0,3.2144791876901615,0,5,7.0,144945147,36.5,5.0,8,0,11530000,1,52.0,1,2.0
305,1,0,4.449274815558654,0,8,6.2,138136081,34.0,11.0,9,0,11650000,1,56.0,1,3.0
306,1,0,4.864892447185171,0,7,7.0,150354042,33.0,5.0,12,0,11650000,1,50.0,1,2.0
307,1,,6.3215925237882225,0,6,10.0,150797556,34.0,15.0,14,0,11700000,0,52.0,1,2.0
308,1,,3.2757430684504323,0,9,10.0,149860931,17.7,9.0,16,0,11720000,1,39.0,1,1.0
309,0,1,1.9522133546690763,0,2,8.0,50903958,30.0,2.0,12,0,30290000,1,42.2,1,1.0
310,1,1,2.971267211782484,0,2,15.6,48893946,15.4,10.0,19,1,11118000,,43.6,1,1.0
311,0,1,1.7734891872260574,0,2,,149517610,,3.0,3,0,50716000,,105.6,1,3.0
312,1,,2.3915109907735883,0,3,5.5,150699334,28.0,2.0,5,0,11750000,1,44.0,1,2.0
313,0,0,3.8940195718246793,0,1,9.0,148664670,30.0,6.0,12,0,11800000,1,53.0,1,2.0
314,1,1,4.196131086065508,0,9,6.5,150946288,23.1,3.0,12,0,11850000,1,38.7,1,2.0
315,0,0,5.247656778065444,0,6,9.4,150639622,29.1,10.0,12,0,11890000,1,51.0,1,2.0
316,1,1,3.019685214539451,0,8,6.0,148074189,28.0,8.0,9,0,11900000,1,43.2,1,2.0
317,0,1,3.9511789555249512,0,2,10.0,148904671,37.0,13.0,5,0,11900000,1,55.8,1,2.0
318,1,0,4.474790782648408,0,3,8.1,150518479,31.5,3.0,16,0,11900000,1,52.7,1,2.0
319,0,,4.403336953465084,0,4,,149031381,47.9,6.0,,1,11929794,,47.9,1,1.0
320,0,,3.94944728282408,0,2,6.0,150993213,29.0,5.0,9,0,11950000,0,45.0,1,2.0
321,1,0,4.104268327233555,0,7,10.0,150585702,33.0,2.0,7,0,11980000,0,62.0,1,2.0
322,1,1,2.6450305218506474,0,2,8.1,149433835,14.2,4.0,14,0,12000000,1,37.8,1,1.0
323,1,0,5.1310020501741915,0,5,6.7,150381443,36.0,8.0,16,0,12000000,,60.7,1,2.0
324,1,,3.0818461318593333,0,2,6.0,150464109,25.0,4.0,8,0,12000000,1,35.0,1,2.0
325,1,0,4.153579406097105,0,6,6.0,148771434,33.2,8.0,9,0,12000000,1,51.5,1,3.0
326,1,,4.431546271446134,0,15,12.0,2473024,22.0,3.0,18,0,12000000,1,45.0,1,1.0
327,0,,4.1163924902864055,0,4,6.4,150906820,45.0,3.0,12,0,12000000,0,55.0,1,3.0
328,1,,3.9482888558935434,0,12,10.0,150095412,38.0,4.0,12,0,12000000,1,64.0,1,2.0
329,1,1,4.239521431066198,0,6,6.5,150691006,24.9,10.0,9,0,12000000,,41.7,1,2.0
330,0,0,4.185058222407439,0,6,8.0,149331491,32.0,7.0,7,0,11999999,1,49.2,1,2.0
331,0,1,1.987524014237296,0,2,5.0,147948234,32.5,6.0,9,0,12000000,1,42.9,0,2.0
332,0,1,1.987524014237296,0,2,6.0,151036847,33.0,5.0,9,0,12000000,1,43.0,1,2.0
333,1,0,4.407339365791269,0,4,6.3,150654690,40.0,6.0,9,0,12050000,,64.0,1,3.0
334,1,0,4.407339365791269,0,4,6.3,149352162,40.0,7.0,9,0,12050000,1,64.0,1,3.0
335,1,1,4.449570669051756,0,7,12.0,150828384,37.0,5.0,9,0,12100000,1,54.6,1,2.0
336,1,1,3.9780084507049027,0,6,7.6,148895641,36.6,7.0,9,0,12109916,1,53.8,1,2.0
337,1,1,2.723888125286292,0,4,16.0,49229166,64.3,10.0,7,0,61186944,0,102.0,1,3.0
338,1,0,2.971267211782484,0,3,9.8,150111252,19.2,10.0,16,0,6900000,0,34.5,1,1.0
339,0,,3.75356520675643,0,5,,148013914,,7.0,12,0,258200000,,258.2,1,5.0
340,0,,2.969514628433165,0,2,,149582831,,8.0,7,1,12149427,,38.6,1,1.0
341,0,1,2.9232170736830634,0,2,8.0,149011459,31.7,5.0,7,1,12149400,,38.6,1,1.0
342,0,,2.969514628433165,0,2,,150866572,,8.0,7,1,12149427,,38.6,1,1.0
343,0,1,2.969514628433165,0,2,,150222232,,8.0,7,1,12149427,,38.6,1,1.0
344,1,,4.145109307404559,0,5,15.0,149678467,35.0,,9,0,12150000,,60.0,,3.0
345,0,,2.969514628433165,0,2,,150866571,,8.0,7,1,12177740,,38.7,1,1.0
346,1,0,4.407339365791269,0,4,6.3,150828437,40.0,5.0,9,0,12200000,1,64.0,1,3.0
347,1,0,3.3424647481616483,0,7,6.0,150132911,30.0,15.0,12,0,12200000,,45.0,1,2.0
348,1,0,4.145109307404559,0,5,6.0,150505189,43.0,10.0,9,0,12200000,0,60.0,1,3.0
349,1,1,2.3535666890904454,0,2,5.0,149498170,28.0,5.0,5,0,12200000,1,36.0,1,2.0
350,0,1,2.701756200902749,0,1,,150412172,,12.0,8,0,12240000,,30.6,1,1.0
351,1,0,3.003564027905337,0,12,9.5,51898234,30.0,7.0,12,0,12250000,1,51.0,1,2.0
352,1,1,2.971267211782484,0,9,18.1,149286518,10.7,10.0,19,1,12300000,,43.5,1,1.0
353,0,0,4.0621504308893694,0,5,8.0,13082512,32.0,8.0,12,0,12300000,1,50.0,1,2.0
354,1,0,4.153579406097105,0,6,6.0,150412627,33.2,10.0,9,0,12300000,1,51.5,1,3.0
355,0,0,3.76456770349642,0,12,9.6,138858988,31.0,7.0,12,0,12300000,1,50.5,1,2.0
356,1,0,2.971267211782484,0,8,8.0,149213365,43.0,5.0,16,0,12312000,,64.0,1,3.0
357,0,1,2.4427152356927375,0,2,6.0,150119665,42.0,8.0,5,0,12350000,1,55.5,1,3.0
358,0,1,4.4446787023853735,0,6,,150688077,45.7,,19,1,12357700,,64.7,,3.0
359,0,1,2.9355600376547715,0,3,,139456959,,5.0,7,1,12393120,,38.6,1,1.0
360,0,,2.969514628433165,0,3,,150866574,,8.0,7,1,12393120,,38.6,1,1.0
361,1,,2.5050258071708655,0,9,6.0,150697081,25.0,10.0,9,0,12400000,0,38.0,0,2.0
362,1,1,2.863364004781077,0,5,8.0,149401409,21.0,10.0,6,0,12450000,1,38.0,1,1.0
363,1,1,3.5293137988495333,0,8,10.0,150645853,22.0,7.0,9,0,12480000,,47.0,1,1.0
364,1,1,2.690999224892945,0,3,6.0,36857278,45.4,3.0,5,0,12490000,1,56.0,1,3.0
365,1,0,3.9023942654248196,0,2,10.5,150971375,52.0,4.0,18,0,19900000,1,74.0,1,3.0
366,0,1,3.5854470551085798,0,5,10.0,149594110,41.0,15.0,10,0,30193436,1,76.1,0,3.0
367,1,1,3.5854470551085798,0,2,,150048441,36.8,5.0,10,0,21634000,,54.4,1,1.0
368,0,1,3.7957742703043675,0,5,10.0,150638327,19.0,2.0,17,0,12500000,,40.0,1,1.0
369,0,,6.149985933684429,0,2,9.0,149863410,30.0,12.0,12,0,12500000,1,56.0,1,2.0
370,1,1,2.7714528299354133,0,5,8.0,28430464,23.1,2.0,9,0,12500000,1,40.1,1,1.0
371,1,0,4.381827326740568,0,10,8.5,149783852,30.3,7.0,17,0,12500000,,50.9,1,2.0
372,1,1,3.3653083013300353,0,4,10.0,148809305,35.0,10.0,5,0,12500000,1,53.0,1,2.0
373,0,,2.969514628433165,0,2,,150866570,,8.0,7,1,12533034,,38.7,1,1.0
374,0,0,4.145109307404559,0,5,6.0,150638618,43.0,7.0,9,0,12600000,,60.0,1,3.0
375,0,1,4.434271923794659,0,6,8.0,149786011,31.8,5.0,8,1,12600000,,38.8,1,1.0
376,1,0,4.145109307404559,0,5,6.0,150168434,49.0,10.0,9,0,12600000,1,60.0,1,3.0
377,0,1,4.404181435103708,0,7,,142990757,,5.0,10,0,12600000,,39.0,1,1.0
378,1,1,4.404181435103708,0,7,,150046260,38.8,7.0,10,0,12600000,0,38.8,1,1.0
379,0,1,4.434271923794659,0,7,,142857626,37.8,3.0,10,0,12600000,0,37.8,1,1.0
380,0,1,2.3535666890904454,0,2,,150571556,,13.0,5,0,12600000,0,37.0,1,2.0
381,0,1,4.403336953465084,0,8,40.0,149442047,,5.0,8,0,12600000,,40.0,1,1.0
382,0,1,2.9355600376547715,0,4,,146853460,,5.0,7,1,12614713,,38.5,1,1.0
383,0,,2.969514628433165,0,4,,150866576,,8.0,7,1,12614713,,38.5,1,1.0
384,0,1,4.403336953465084,0,2,,151005316,30.0,6.0,8,1,12646834,,50.3,1,2.0
385,0,1,4.403336953465084,0,2,,151005271,25.0,6.0,8,1,12646834,,50.3,1,1.0
386,0,,4.403336953465084,0,2,,149031238,50.3,6.0,,1,12646834,,50.3,1,1.0
387,0,,4.403336953465084,0,5,,149031310,60.8,6.0,,1,12751098,,60.8,1,1.0
388,1,1,4.669291817957777,0,4,5.4,150163594,40.1,12.0,9,0,12800000,1,56.4,1,3.0
389,0,,2.969514628433165,0,5,,149582832,,8.0,7,1,12888859,,38.6,1,1.0
390,0,1,2.9003451921642154,0,2,6.0,148747765,32.0,5.0,6,0,12900000,0,48.0,0,2.0
391,1,0,1.3055997253583906,0,2,6.5,150452675,23.0,9.0,12,0,12900000,,39.0,1,2.0
392,0,0,3.50762443253744,0,3,6.0,150691440,39.5,12.0,12,0,12900000,1,58.3,1,3.0
393,1,1,2.723888125286292,0,3,18.0,49675544,96.4,10.0,7,0,100000000,0,153.0,1,3.0
394,0,1,3.853847467098974,0,3,,21309053,70.0,6.0,14,1,71578500,,120.3,1,3.0
395,0,,2.66921347336293,0,3,25.0,150599473,98.0,10.0,10,0,60000000,0,123.0,1,3.0
396,0,1,5.617282165409743,0,4,,150136193,44.2,,5,0,12900000,0,54.0,,2.0
397,1,1,2.971267211782484,0,9,20.2,150994275,10.9,10.0,19,1,12947200,,44.8,1,1.0
398,1,,3.7409394623777312,0,4,6.0,149814138,25.0,15.0,12,0,12950000,0,45.0,0,2.0
399,1,,3.870523940389169,0,8,8.1,138241556,32.0,,17,0,12950000,1,53.5,,2.0
400,1,1,4.26113002734607,0,6,9.0,151058788,33.0,7.0,14,0,12990000,1,53.0,1,2.0
401,0,1,3.931688461873206,0,4,6.0,150266608,31.0,4.0,8,0,13000000,0,45.0,1,2.0
402,1,,4.466011271159517,0,2,13.0,148602389,34.0,11.0,17,0,13000000,,64.0,1,2.0
403,0,,2.6677810864860754,0,2,9.0,149148659,34.0,9.0,6,0,13000000,1,55.0,1,2.0
404,1,0,3.8912055397985736,0,3,12.0,150193270,34.2,5.0,16,0,13000000,1,64.5,1,2.0
405,0,1,4.434271923794659,0,4,,150614763,51.9,6.0,7,0,13000000,,51.9,1,2.0
406,0,,4.434271923794659,0,4,,150834553,52.0,5.0,7,0,13000000,,52.0,1,2.0
407,0,0,4.40601813826304,0,2,8.0,149955431,38.0,5.0,5,0,13000000,1,65.0,0,3.0
408,1,0,2.665666662892929,0,1,10.8,149825846,28.0,5.0,16,0,13000000,1,56.0,1,2.0
409,0,1,2.574855609977885,0,10,6.0,150155058,20.0,6.0,12,1,13000000,,26.0,1,1.0
410,1,,3.3699074786755436,0,6,8.0,150923969,29.0,6.0,12,0,13000000,,40.0,1,2.0
411,0,0,4.158922550422426,0,11,7.0,47342072,39.0,3.0,12,0,13000000,1,58.6,1,2.0
412,1,0,2.1487390206328234,0,5,9.0,148581229,19.0,5.0,12,0,13000000,1,36.7,1,1.0
413,0,1,2.574855609977885,0,10,,150222285,,3.0,12,1,13000000,,26.0,1,1.0
414,1,0,3.685642192949844,0,2,6.0,150867282,44.6,13.0,9,0,13000000,,58.7,1,3.0
415,1,1,2.815120573647537,0,5,6.0,150817627,43.0,4.0,5,0,13000000,,57.0,1,3.0
416,0,1,3.8287773297348795,0,3,,150975797,40.0,7.0,44,1,13000000,,67.0,1,2.0
417,1,0,6.57813455938525,0,5,9.8,148462331,32.0,5.0,9,0,13000000,1,60.0,0,2.0
418,0,0,2.5852350320347353,0,2,11.0,150946102,35.0,5.0,9,0,13000000,1,63.0,1,2.0
419,1,0,2.570160530387336,0,8,8.0,151029741,26.0,7.0,12,0,13000000,1,41.0,1,2.0
420,0,,2.969514628433165,0,7,,150866577,,8.0,7,1,13149940,,38.0,1,1.0
421,0,,1.4377244747896543,0,5,23.0,150236129,93.0,8.0,7,0,76000000,,156.0,1,3.0
422,0,,1.826616446203031,0,3,,145111197,,7.0,7,0,223077400,,152.9,1,3.0
423,0,1,1.8116651696981327,0,2,11.0,148313249,46.0,5.0,7,0,31000000,1,78.0,1,3.0
424,1,1,4.820055994035917,0,5,9.0,150923231,33.0,4.0,9,0,13200000,,58.0,1,2.0
425,0,1,4.061509384757394,0,2,10.0,150708195,30.0,9.0,8,0,13200000,1,54.4,1,3.0
426,1,1,2.2555196011523715,0,2,5.0,150963174,30.0,11.0,5,0,13200000,0,44.1,1,2.0
427,1,0,4.404008845990558,0,14,9.0,149382777,32.2,5.0,17,0,13300000,1,53.5,1,2.0
428,0,1,4.404181435103708,0,2,8.0,138125472,35.6,5.0,9,1,13300000,,43.4,1,1.0
429,1,0,3.76456770349642,0,2,10.2,19468618,43.3,6.0,12,0,13300000,0,64.3,1,3.0
430,1,0,3.201875110021948,0,9,6.0,51514109,42.0,7.0,9,0,13300000,,62.0,1,4.0
431,1,1,3.4842600695162367,0,4,8.0,150233344,34.0,9.0,5,0,13399000,1,55.0,1,2.0
432,1,0,4.457129322309892,0,2,10.0,150163791,30.4,12.0,17,0,13400000,1,51.0,1,2.0
433,0,0,3.759827438541046,0,1,7.0,150814098,45.0,5.0,5,0,13400000,,63.0,1,3.0
434,1,1,2.572413604484635,0,5,7.0,147822175,56.0,15.0,5,0,13450000,1,75.0,1,3.0
435,1,1,3.3472680309097496,0,13,11.0,150583760,21.0,15.0,16,0,13490000,1,46.6,1,1.0
436,1,0,2.531657206422142,0,2,5.0,150585733,40.0,5.0,5,0,13500000,1,55.0,1,3.0
437,0,1,4.2184182196714906,0,1,8.0,150798301,43.0,5.0,6,0,13500000,1,63.0,1,2.0
438,1,1,3.6598811781733556,0,4,10.0,149249178,43.0,10.0,6,0,13500000,,63.8,1,2.0
439,0,0,3.439512097369928,0,2,8.0,150886618,52.0,1.0,8,0,13500000,1,70.5,1,2.0
440,1,,2.592076161527179,0,3,8.0,149545325,32.2,3.0,8,0,13500000,,52.2,1,2.0
441,1,1,5.174847610059456,0,8,9.6,150442670,31.6,15.0,22,0,13500000,0,58.5,1,2.0
442,0,1,2.4044522224549016,0,1,11.8,150890065,18.6,11.0,5,0,13500000,1,42.3,1,1.0
443,0,0,4.513449605875793,0,1,9.5,149752695,43.0,10.0,12,0,13600000,0,64.0,1,3.0
444,1,0,4.702398445363467,0,8,11.0,149900063,44.5,3.0,12,0,13600000,1,65.4,1,3.0
445,0,1,2.0609633258546713,0,2,11.0,149632549,33.0,7.0,7,0,13600000,1,53.1,1,2.0
446,0,1,4.434271923794659,0,9,,142990748,,5.0,10,0,13641600,,39.2,1,1.0
447,0,,2.863163885379485,0,8,8.0,148314575,32.0,5.0,11,0,13700000,,53.0,1,2.0
448,0,,4.403336953465084,0,4,,149031372,54.8,6.0,,1,13748136,,54.8,1,1.0
449,1,1,3.896105414624116,0,6,21.7,49186126,28.3,5.0,12,1,50000000,,75.0,1,2.0
450,1,1,2.6452825471555137,0,4,27.0,142815677,143.0,2.0,,0,133846440,1,170.0,0,4.0
451,0,1,2.9355600376547715,0,2,,48903041,,5.0,7,1,12149428,,38.6,1,1.0
452,1,1,3.855735137246683,0,4,10.0,149691936,37.0,10.0,5,0,13800000,,57.0,1,2.0
453,1,1,2.880097692956026,0,5,8.0,145349782,27.7,8.0,12,0,13800000,1,52.0,1,2.0
454,1,1,3.251999327747241,0,10,7.3,150372255,23.1,3.0,12,0,13850000,,43.0,1,2.0
455,0,1,2.9355600376547715,0,2,,48897086,,5.0,7,1,13889099,,39.5,1,1.0
456,0,0,4.540027900772027,0,3,9.0,138400813,39.0,7.0,6,0,13900000,1,60.0,1,3.0
457,1,0,3.1593688810289207,0,6,8.0,150241018,36.0,10.0,6,0,13900000,1,58.0,0,2.0
458,0,1,3.8799354039955825,0,2,11.5,149023004,54.3,12.0,5,0,13900000,,83.0,1,3.0
459,0,1,4.658106504807055,0,2,,143796435,57.6,4.0,9,0,13900000,0,92.0,1,3.0
460,0,0,2.308523437206891,0,5,,149821406,34.0,7.0,17,0,13900000,,42.8,1,1.0
461,0,1,2.9355600376547715,0,7,,48893631,,5.0,7,1,13906174,,39.0,1,1.0
462,1,,3.2757430684504323,0,5,9.3,151005796,35.5,9.0,16,0,13950000,,57.3,1,2.0
463,0,1,4.403336953465084,0,3,,151006051,40.0,6.0,4,1,13950579,,79.2,1,2.0
464,0,1,4.403336953465084,0,3,,151006093,50.0,6.0,4,1,13950579,,79.2,1,3.0
465,0,1,4.403336953465084,0,3,,151006013,30.0,6.0,4,1,13950579,,79.2,1,1.0
466,0,1,4.425296780491386,0,3,,148800466,79.2,5.0,6,0,13950579,0,79.2,1,3.0
467,0,,4.403336953465084,0,3,,149031341,79.2,6.0,,1,13950579,,79.2,1,1.0
468,0,1,4.333893073097751,0,5,9.0,149630417,17.4,10.0,11,0,13999000,1,42.7,1,2.0
469,0,1,4.333893073097751,0,5,9.0,149630245,17.4,10.0,11,0,13999000,1,42.7,1,1.0
470,1,0,3.062226368765524,0,9,8.0,149215009,29.0,10.0,12,0,14000000,1,53.0,1,2.0
471,0,1,3.5001685207972413,0,2,6.0,51302824,45.0,3.0,8,0,14000000,,58.0,1,3.0
472,1,1,2.761761149430242,0,7,10.0,149907918,21.0,9.0,12,0,14000000,,44.0,1,1.0
473,1,1,4.565873420936723,0,13,9.0,149695265,31.0,4.0,14,0,14000000,1,52.0,1,2.0
474,1,1,2.4427152356927375,0,3,10.0,35555040,43.0,5.0,5,0,14000000,1,56.0,1,2.0
475,1,0,4.9012372695857085,0,5,9.0,151005153,52.2,15.0,5,0,14000000,,78.5,1,3.0
476,1,,4.468414006795017,0,8,8.0,146260189,30.0,9.0,12,0,14000000,1,52.0,1,2.0
477,1,1,1.958918398007014,0,7,9.0,149789162,49.0,11.0,9,0,41000000,,62.0,1,2.0
478,1,,1.6448059084694882,0,4,40.0,150973247,52.0,12.0,7,0,159341000,,130.0,1,3.0
479,1,1,1.617393633188469,0,3,8.7,23063976,48.5,7.0,6,0,39000000,0,71.0,1,3.0
480,1,1,3.582343606336745,0,5,10.0,150535122,38.0,4.0,8,0,14000000,1,60.0,1,2.0
481,1,1,3.1137416862887437,0,3,10.0,10917313,28.0,8.0,8,0,14022008,1,38.0,1,1.0
482,1,0,4.9012372695857085,0,5,9.0,150722935,53.0,15.0,5,0,14100000,1,78.5,1,3.0
483,1,0,3.1839980284609832,0,12,8.5,140421640,32.0,11.0,12,0,14100000,1,54.0,1,2.0
484,1,,4.142188055670312,0,4,6.0,38068102,32.0,5.0,9,0,14200000,1,45.0,1,2.0
485,0,,4.404181435103708,0,2,5.0,150848847,32.0,,10,0,14200000,0,41.0,,1.0
486,1,,3.870523940389169,0,3,8.0,149714091,31.4,7.0,17,0,14200000,1,56.0,1,2.0
487,0,1,3.7339696019744624,0,1,8.0,37076788,37.6,4.0,8,0,14200000,1,55.0,1,3.0
488,1,1,2.969514628433165,0,2,5.1,149725946,32.2,8.0,11,1,14256211,,48.2,1,2.0
489,1,1,4.942312149854091,0,19,10.0,150585722,28.0,5.0,21,0,14300000,1,64.0,0,2.0
490,1,0,3.243766045872117,0,3,9.0,150950310,32.0,10.0,16,0,14300000,1,54.0,1,2.0
491,1,1,4.942312149854091,0,19,,149480768,28.4,15.0,21,0,14300000,1,63.7,0,2.0
492,0,1,2.9355600376547715,0,6,,48902661,,5.0,6,1,14342786,,37.7,1,1.0
493,0,1,2.9355600376547715,0,5,,48913056,,5.0,6,1,14360506,,39.2,1,1.0
494,1,1,2.969514628433165,0,2,,149726250,19.5,8.0,10,1,14387994,,38.0,1,1.0
495,1,1,2.971267211782484,0,2,12.1,48915251,26.8,10.0,19,1,14400000,,57.6,1,2.0
496,1,1,3.3699074786755436,0,4,10.0,148784579,30.0,6.0,14,0,14400000,,50.0,1,2.0
497,1,,3.3472680309097496,0,14,10.8,150245832,20.6,14.0,16,0,14400000,1,48.6,1,1.0
498,0,1,4.314202432905182,0,1,6.5,148833217,48.0,5.0,6,0,14450000,,64.0,1,4.0
499,0,1,4.314202432905182,0,1,6.5,149898239,48.0,5.0,6,0,14450000,,64.0,1,3.0
500,1,1,2.8468129326858937,0,3,6.0,150915504,37.0,8.0,6,0,14450000,,48.9,1,2.0
501,0,,3.9764257538265975,0,1,7.3,149533392,52.3,10.0,6,0,14490000,1,71.2,1,3.0
502,1,1,3.415867232069855,0,5,9.0,150427925,30.0,6.0,14,0,14499000,0,53.0,1,2.0
503,1,1,4.942312149854091,0,5,7.0,150828482,32.0,15.0,21,0,14500000,0,53.0,1,2.0
504,1,1,2.6207760227291184,0,2,7.2,46443364,32.2,5.0,10,0,14500000,1,50.5,1,2.0
505,0,1,2.1305548743894294,0,2,17.0,150705305,106.0,6.0,6,0,55000000,,157.0,1,3.0
506,1,1,3.893354868514367,0,5,18.0,151034743,63.0,5.0,17,0,84500000,0,125.0,1,3.0
507,1,1,4.217894210317934,0,7,30.0,150489535,120.0,20.0,22,0,71999000,0,162.0,1,4.0
508,1,1,3.4495043262776655,0,4,11.0,50960583,28.0,2.0,5,0,14500000,1,66.0,1,1.0
509,0,,4.158922550422426,0,10,,150208898,59.0,4.0,12,0,14500000,,59.0,1,3.0
510,1,1,4.4146782371437565,0,3,6.0,150649035,26.0,10.0,8,0,14500000,,43.0,1,2.0
511,0,1,3.4178662178335886,0,2,9.1,148648791,34.6,5.0,10,0,14500000,0,55.9,0,2.0
512,1,1,4.404181435103708,0,8,,150046301,42.7,7.0,10,0,14518000,0,42.7,1,1.0
513,0,1,4.434271923794659,0,8,,46757132,42.7,3.0,10,0,14518000,0,42.7,1,1.0
514,1,1,3.995030810740369,0,2,8.5,148349514,24.8,9.0,13,1,14558000,,50.2,1,2.0
515,0,1,2.9355600376547715,0,7,,48910541,,5.0,7,1,14596125,,38.1,1,1.0
516,1,1,2.969514628433165,0,3,10.0,149008335,28.0,8.0,7,1,14615199,,35.9,1,1.0
517,0,1,2.701756200902749,0,3,,148158447,,7.0,8,0,14630000,,38.0,1,1.0
518,0,1,4.3022001720850716,0,5,,150222130,,13.0,21,0,14661025,1,45.7,1,2.0
519,0,1,2.3416138726654823,0,1,8.0,147651364,34.0,5.0,5,0,14700000,0,65.0,1,2.0
520,0,1,2.8550571430091103,0,2,12.0,149902160,45.0,5.0,6,0,14700000,1,65.0,1,3.0
521,0,1,4.350919204585406,0,1,7.5,150646235,36.0,3.0,5,0,14700000,1,65.0,1,3.0
522,1,,3.679812538976161,0,2,15.4,150291649,42.4,11.0,4,0,14700000,,77.8,1,2.0
523,0,,1.1982839622582957,0,6,10.0,149953398,20.0,7.0,24,0,14700000,,37.0,1,1.0
524,0,1,2.8550571430091103,0,2,23.0,149902072,36.0,5.0,6,0,14700000,1,65.0,1,2.0
525,0,1,4.404181435103708,0,9,,149808775,,5.0,10,0,14723200,,43.0,1,1.0
526,1,1,3.3904255364256897,0,5,10.0,150667151,30.0,5.0,11,0,14790000,0,51.0,0,2.0
527,1,1,2.971267211782484,0,15,25.4,151021976,13.6,10.0,19,1,14796400,,52.1,1,1.0
528,1,0,3.3699074786755436,0,3,8.6,150098520,29.6,5.0,9,0,14800000,0,52.0,0,2.0
529,1,1,4.934999033286258,0,6,15.0,150218761,30.0,10.0,20,0,14800000,1,50.0,1,1.0
